Stopword Removal,Stemming
"['xl', 'axiata', 'mantap', 'salah', 'layanan', 'terbaik', 'pulsa', 'tidak', 'berkurang', 'kuota', 'internet', 'habis', 'terima kasih', 'xl', 'layanan', 'terbaik', 'mu']",xl axiata mantap salah layan baik pulsa tidak kurang kuota internet habis terima kasih xl layan baik mu
"['xl', 'binatang', 'sinyal', 'ganti', 'hilang', 'melulu', 'main', 'binatang', 'provider', 'gagal', 'nyusahin', 'orang', 'lebih baik', 'tutup', 'ngeselin', 'sumpah', 'binatang']",xl binatang sinyal ganti hilang melulu main binatang provider gagal nyusahin orang lebih baik tutup ngeselin sumpah binatang
"['mantap', 'harganya', 'tolong', 'tingkatkan', 'xl', 'kekuatan', 'sinyalnya', 'lemah', 'kalah', 'telkomsel', '&']",mantap harga tolong tingkat xl kuat sinyal lemah kalah telkomsel 
"['mengeluh', 'jaringan', 'internet', 'daerah', 'kadang', 'hilang', 'harga', 'paketnya', 'murah', 'semoga', 'kedepannya', 'jaringan', 'merata', 'pelosok', 'biar', 'saing', 'tuh', 'provider', 'sebelah', 'harga', 'paketnya', 'selangit']",keluh jaring internet daerah kadang hilang harga paket murah moga depan jaring rata pelosok biar saing tuh provider belah harga paket langit
"['xl', 'prioritas', 'jangan', 'asik', 'sms', 'suruh', 'beli', 'kuota', 'internet', 'kaleng', 'kaleng', 'diperbaiki', 'beroperasi', 'kalah', 'layanan', 'contoh', 'media']",xl prioritas jangan asik sms suruh beli kuota internet kaleng kaleng baik operasi kalah layan contoh media
"['jaringan', 'xl', 'denpasar', 'nusa', 'penida', 'hancur', 'tidak ada', 'perubahan', 'kayak', 'kehabisan', 'kuota', 'mengecewakan', 'tolong', 'berwenang', 'kunjungi', 'perbaiki', 'terlanjur', 'ganti', 'telkomsel', 'tuhh']",jaring xl denpasar nusa penida hancur tidak ada ubah kayak habis kuota kecewa tolong wenang kunjung baik lanjur ganti telkomsel tuhh
"['selamat', 'malam', 'min', 'beli', 'paket', 'kombo', 'plus', 'ribu', 'iya', 'mengambil', 'bonus', 'kuota', 'yuo', 'youtube', 'sms', 'notifikasi', 'masuk', 'mohon', 'pencerahannya', 'terima', 'kasih']",selamat malam min beli paket kombo plus ribu iya ambil bonus kuota yuo youtube sms notifikasi masuk mohon cerah terima kasih
"['kecepatan', 'unduh', 'rendah', 'ubah', 'pengaturan', 'apn', 'lelet', 'unduh', 'cek', 'pakai', 'aplikasi', 'kecepatan', 'koneksi', 'xl', 'unduh', 'rendah', 'xl', 'memprioritaskan', 'kecepatan', 'koneksi', 'bagus', 'layanan', 'langsung', 'tinggal', 'didaerah', 'elit', 'jakarta', 'selatan', 'kebayoran', 'gak', 'pengaruh', 'koneksi', 'jaringan', 'xl', 'jelek', 'operator']",cepat unduh rendah ubah atur apn lelet unduh cek pakai aplikasi cepat koneksi xl unduh rendah xl prioritas cepat koneksi bagus layan langsung tinggal daerah elit jakarta selatan kebayoran gak pengaruh koneksi jaring xl jelek operator
"['kouta', 'seluler', 'legenda', 'sia', 'sia', 'gak', 'main', 'peringkat', 'klasik', 'masuk', 'pemberitahuan', 'jaringan', 'gak', 'main', 'sedang apa', 'diadakan', 'paketnya', 'ribu', 'gak', 'hilang', 'kredit', 'nilai']",kouta seluler legenda sia sia gak main peringkat klasik masuk pemberitahuan jaring gak main sedang apa ada paket ribu gak hilang kredit nilai
"['masuk', 'aplikasi', 'my', 'xl', 'gak', 'iya', 'udh', 'kode', 'verifikasi', 'tidak', 'masuk', 'kesalahan']",masuk aplikasi my xl gak iya udh kode verifikasi tidak masuk salah
"['sinyalnya', 'parah', 'mendingan', 'axis', 'internet', 'stabil', 'lancar', 'unlimited', 'bayar', 'tagihan', 'pemain', 'gak', 'cocok', 'pakai', 'lelet', 'lambat berfikir', 'loading']",sinyal parah mending axis internet stabil lancar unlimited bayar tagih main gak cocok pakai lelet lambat berfikir loading
"['xl', 'iya', 'sinyal', 'jelek', 'jelek', 'beli', 'vip', 'muter', 'tuh', 'sinyal', 'tolong', 'perbaiki', 'gini', 'mah', 'auto', 'ganti', 'provider']",xl iya sinyal jelek jelek beli vip muter tuh sinyal tolong baik gin mah auto ganti provider
"['xl', 'rencana', 'top', 'up', 'pulsa', 'xl', 'isi', 'ulang', 'pulsa', 'berkurang', 'tidak bisa', 'top', 'up', 'gegara', 'nya', 'xl', 'tolong', 'diperbaiki']",xl rencana top up pulsa xl isi ulang pulsa kurang tidak bisa top up gegara nya xl tolong baik
"['isi', 'ulang', 'memperpanjang', 'aktif', 'tidak', 'pakai', 'kuota', 'berkurang', 'pulsanya']",isi ulang panjang aktif tidak pakai kuota kurang pulsa
"['myxl', 'program', 'paket', 'data', 'besaran', 'tawarkan', 'konsumen', 'myxl', 'tidak', 'merubah', 'mengutik', 'utik', 'komitmen', 'apapun', 'alasannya', 'tidak', 'merugikan', 'konsumen', 'kondisi', 'konsumen', 'membeli', 'durasi', 'pemutaran', 'video', 'youtube', 'iya', 'ketentuan', 'jalankan', 'konsisten', 'sesuai', 'paket', 'data', 'dibeli', 'konsumen', 'tuntas']",myxl program paket data besar tawar konsumen myxl tidak rubah utik utik komitmen apa alas tidak rugi konsumen kondisi konsumen beli durasi putar video youtube iya tentu jalan konsisten sesuai paket data beli konsumen tuntas
"['paketan', 'reguler', 'ribu', 'giga', 'penuh', 'unlimited', 'tidak', 'pakai', 'bonus', 'wa', 'youtube', 'aplikasi', 'sdh', 'ramai', 'laris', 'manis', 'masukan', 'sdh', 'pakai', 'xl', 'sdh', 'xl', 'paketan', 'iya', 'ganti', 'ganti', 'tidak', 'kerasan', 'konsumen']",paket reguler ribu giga penuh unlimited tidak pakai bonus wa youtube aplikasi sdh ramai laris manis masuk sdh pakai xl sdh xl paket iya ganti ganti tidak kerasan konsumen
"['unduh', 'aplikasi', 'xl', 'gak', 'buka', 'susah', 'banget', 'kasih', 'bintang', 'tolong', 'buka']",unduh aplikasi xl gak buka susah banget kasih bintang tolong buka
"['sehabis', 'hujan', 'sinyal', 'xl', 'hilang', 'hilangan', 'daerah', 'depok', 'qlo', 'main', 'game', 'online', '&', 'buka', 'sosial', 'media']",habis hujan sinyal xl hilang hilang daerah depok qlo main game online  buka sosial media
"['saran', 'paketan', 'jangka', 'nya', 'banyakin', 'paketan', 'hangus', 'aktif', 'nya', 'cmn', 'sedih', 'deh']",saran paket jangka nya banyakin paket hangus aktif nya cmn sedih deh
"['sinyal', 'hilang', 'telpon', 'terima', 'telepon', 'susah', 'bagus', 'jelek', 'iya']",sinyal hilang telpon terima telepon susah bagus jelek iya
"['bagus', 'bonus', 'diskon', 'pembelian', 'kuota', 'pelajar', 'disayangkan', 'kadang', 'aplikasi', 'pasang', 'hapus', 'pasang', 'hapus', 'mohon', 'diperbaiki', 'aplikasinya', 'terima', 'kasih']",bagus bonus diskon beli kuota ajar sayang kadang aplikasi pasang hapus pasang hapus mohon baik aplikasi terima kasih
"['susah', 'masuk', 'aplikasi', 'nya', 'gak', 'beda', 'aplikasi', 'kartu', 'gampang', 'mudah', 'tulisan', 'iya', 'gak', 'sampek', 'ganti', 'kartu', 'kali', 'kartunya', 'aplikasi', 'nya', 'susah', 'masuk']",susah masuk aplikasi nya gak beda aplikasi kartu gampang mudah tulis iya gak sampek ganti kartu kali kartu aplikasi nya susah masuk
"['tolong', 'jaringan', 'nya', 'percepat', 'yaa', 'kadang', 'suka', 'lelet']",tolong jaring nya cepat yaa kadang suka lelet
"['maaf', 'ganti', 'bintangnya', 'xl', 'menipu', 'beli', 'paketan', 'promo', 'paket', 'akrab', 'ribu', 'akun', 'sdh', 'isi', 'pulsa', 'dipaketkan', 'ajaibnya', 'harga', 'harga', 'normal', 'ribu', 'pulsa', 'tidak', 'ditipu']",maaf ganti bintang xl tipu beli paket promo paket akrab ribu akun sdh isi pulsa paket ajaib harga harga normal ribu pulsa tidak tipu
"['jaringan', 'lelet', 'palsu', 'khusus', 'paket', 'data', 'dipakai', 'tidak', 'sesuai', 'isinya']",jaring lelet palsu khusus paket data pakai tidak sesuai isi
"['xl', 'gk', 'kasih', 'diskon', 'lebih baik', 'gk', 'jangan', 'tipu', 'orang', 'pas', 'daftar', 'kouta', 'harganya', 'tolong', 'iya', 'xl', 'gk', 'kasih', 'iya', 'jangan', 'tipu', 'orang']",xl gk kasih diskon lebih baik gk jangan tipu orang pas daftar kouta harga tolong iya xl gk kasih iya jangan tipu orang
"['bonus', 'aplikasi', 'myxl', 'kuota', 'kejutan', 'murah', 'suka', 'aplikasi']",bonus aplikasi myxl kuota kejut murah suka aplikasi
"['lintah', 'pulsa', 'anjing', 'atur', 'pengontrol', 'pulsa', 'sedot', 'pulsa', 'memperpanjang', 'paket', 'kontol', 'pulsa', 'habis', 'gara', 'lupa', 'non', 'aktifkan', 'paket', 'tidak', 'kartu', 'gak', 'memperpanjang', 'paket', 'beli', 'doang']",lintah pulsa anjing atur kontrol pulsa sedot pulsa panjang paket kontol pulsa habis gara lupa non aktif paket tidak kartu gak panjang paket beli doang
"['jaringan', 'normal', 'naikan', 'bintang', 'nya', 'terima kasih', 'myxl']",jaring normal naik bintang nya terima kasih myxl
"['beli', 'kartu', 'perdana', 'paket', 'kuota', 'utama', 'unlimited', 'fb', 'ig', 'wa', 'dan lain lain', 'paket', 'kuota', 'utama', 'habis', 'sinyal', 'unlimited', 'fb', 'ig', 'wa', 'dan lain lain', 'buruk', 'sayang', 'beli', 'kuota', 'mahal', 'jaringan', 'nya', 'melulu', 'bangkrut', 'tolong', 'komplain', 'konsumen', 'konsumen', 'diperhatikan', 'nyaman', 'perbaiki', 'sinyal', 'nyanya', 'permainan', 'game', 'terganggu', 'woy', 'beli', 'kuota', 'mahal', 'hasil', 'nya', 'buruk', 'parah', 'kacau', 'main', 'game', 'nge', 'lag', 'melulu', 'bangkrut', 'sinyal', 'kotoran']",beli kartu perdana paket kuota utama unlimited fb ig wa dan lain lain paket kuota utama habis sinyal unlimited fb ig wa dan lain lain buruk sayang beli kuota mahal jaring nya melulu bangkrut tolong komplain konsumen konsumen perhati nyaman baik sinyal nyanya main game ganggu woy beli kuota mahal hasil nya buruk parah kacau main game nge lag melulu bangkrut sinyal kotor
"['aplikasi', 'gak', 'bermanfaat', 'nambah', 'pendorong', 'kuota', 'ribet', 'kali', 'nambah', 'paket', 'pendorong', 'sms', 'udh', 'berhasil', 'kuota', 'tidak', 'masuk', 'beli', 'shopee', 'saldo', 'udh', 'kepotong', 'kuota', 'gak', 'masuk', 'langsung', 'pesan', 'nya', 'gk', 'deh', 'gak', 'manfaat', 'pesan', 'langsung', 'pesan', 'bingung']",aplikasi gak manfaat nambah dorong kuota ribet kali nambah paket dorong sms udh hasil kuota tidak masuk beli shopee saldo udh potong kuota gak masuk langsung pesan nya gk deh gak manfaat pesan langsung pesan bingung
"['kadang', 'kadang', 'aplikasinya', 'dibuka', 'kadang', 'kadang', 'tidak', 'baguslah', 'mudah', 'data', 'pulsa', 'simpel']",kadang kadang aplikasi buka kadang kadang tidak bagus mudah data pulsa simpel
"['mohon', 'dibaca', 'kartu', 'sengaja', 'gak', 'aktifkan', 'paket', 'datanya', 'indikator', 'datanya', 'matikan', 'rumah', 'wi', 'fi', 'sms', 'xl', 'xl', 'pemakaian', 'internet', 'tarif', 'rupiah', 'kb', 'rupiah', 'ribu', 'akses', 'youtube', 'kuota', 'beli', 'paket', 'xtra', 'kombo', '*', '&', 'myxl', 'informasi', 'cek', 'saldo', 'saldonya', 'berkurang', 'mohon', 'penjelasannya', 'terima', 'kasih']",mohon baca kartu sengaja gak aktif paket data indikator data mati rumah wi fi sms xl xl pakai internet tarif rupiah kb rupiah ribu akses youtube kuota beli paket xtra kombo   myxl informasi cek saldo saldo kurang mohon jelas terima kasih
"['bangkai', 'pikir', 'bagus', 'sinyal', 'nya', 'tri', 'gak', 'nya', 'buruk']",bangkai pikir bagus sinyal nya tri gak nya buruk
"['tolong', 'xl', 'poin', 'nya', 'tampilkan', 'fitur', 'penukaran', 'poin', 'xl']",tolong xl poin nya tampil fitur tukar poin xl
"['beli', 'paket', 'kuota', 'aplikasi', 'error', 'aktivasi', 'melulu', 'beli', 'loh']",beli paket kuota aplikasi error aktivasi melulu beli loh
"['terima', 'kasih', 'paketannya', 'menemani', 'kadang', 'putus', 'tolong', 'ditingkatkan', 'iya', 'jaringannya', 'terima kasih']",terima kasih paket tani kadang putus tolong tingkat iya jaring terima kasih
"['terbaru', 'loading', 'nya', 'gak', 'buka', 'aplikasinya', 'perbaiki', 'bagus', 'kasih', 'bintang', 'terima kasih']",baru loading nya gak buka aplikasi baik bagus kasih bintang terima kasih
"['xl', 'jelek', 'iya', 'sinyalnya', 'aplikasi', 'terbaru', 'maintenance', 'melulu']",xl jelek iya sinyal aplikasi baru maintenance melulu
"['my', 'xl', 'membantu', 'beli', 'kuota', 'cek', 'kuota', 'mudah']",my xl bantu beli kuota cek kuota mudah
"['data', 'offline', 'sms', 'telepon', 'ga', 'pulsa', 'habis', 'tulisannya', 'pemakaian', 'bla', 'bla', 'bal', 'mencapai', 'sekian', 'ribu', 'data', 'offline', 'cuy', 'make', 'wifi']",data offline sms telepon ga pulsa habis tulis pakai bla bla bal capai sekian ribu data offline cuy make wifi
"['aplikasi', 'tolong', 'perbaiki', 'error', 'login', 'my', 'xl', 'sekian', 'terima kasih']",aplikasi tolong baik error login my xl sekian terima kasih
"['pakai', 'xl', 'nomor', 'digit', 'beli', 'paket', 'data', 'xl', 'ditempat', 'sinyal', 'bagus', 'paket', 'data', 'kemarin', 'pandemi', 'bantuan', 'paket', 'mendikbud', 'iseng', 'iseng', 'daftar']",pakai xl nomor digit beli paket data xl tempat sinyal bagus paket data kemarin pandemi bantu paket mendikbud iseng iseng daftar
"['gak', 'beli', 'paket', 'vip', 'nya', 'iya', 'pulsa', 'dimakannya']",gak beli paket vip nya iya pulsa makan
"['promo', 'kuota', 'akrab', 'terlanjur', 'isi', 'pulsa', 'totalnya', 'si', 'bgsd', 'berubah', 'anjing', 'bikin', 'emosi']",promo kuota akrab lanjur isi pulsa total si bgsd ubah anjing bikin emosi
"['semoga', 'melayani', 'konsumen', 'iya', 'my', 'xl', 'sukses', 'jaringan', 'diperluas']",moga layan konsumen iya my xl sukses jaring luas
"['alhamdulillah', 'aplikasi', 'myxl', 'berguna', 'berkomunikasi', 'keluarga', 'kampung']",alhamdulillah aplikasi myxl guna komunikasi keluarga kampung
"['gini', 'beli', 'kuota', 'xl', 'berjaga', 'jaga', 'kendala', 'wifi', 'listrik', 'mati', 'otomatis', 'wifi', 'mati', 'listrik', 'mati', 'sinyal', 'xl', 'hilang', 'konyol', 'sia', 'sia', 'tidak', 'manfaatnya', 'beli', 'kuota', 'xl', 'jembut']",gin beli kuota xl jaga jaga kendala wifi listrik mati otomatis wifi mati listrik mati sinyal xl hilang konyol sia sia tidak manfaat beli kuota xl jembut
"['iya', 'buka', 'aplikasi', 'xl', 'nya', 'lelet', 'muter', 'cek', 'kuota', 'iya']",iya buka aplikasi xl nya lelet muter cek kuota iya
"['tingkatkan', 'kestabilan', 'bandwidth', 'internet', 'nya', 'semoga', 'jaringan', 'pelosok', 'negeri', 'terkadang', 'dataran', 'pelosok', 'sinyal', 'menghilang']",tingkat stabil bandwidth internet nya moga jaring pelosok negeri terkadang datar pelosok sinyal hilang
"['sih', 'keren', 'banget', 'keluarga', 'sih', 'pakai', 'xl', 'keren', 'pokok', 'nya', 'bagus']",sih keren banget keluarga sih pakai xl keren pokok nya bagus
"['kerja', 'xl', 'emang', 'gini', 'iya', 'pulsa', 'tidak', 'aktifin', 'datanya', 'pulsa', 'kesedot', 'iya']",kerja xl emang gin iya pulsa tidak aktifin data pulsa sedot iya
"['sinyal', 'nya', 'lelet', 'banget', 'bar', 'sinyal', 'nya', 'penuh', 'mohon', 'perbaiki']",sinyal nya lelet banget bar sinyal nya penuh mohon baik
"['app', 'pembodohan', 'unduh', 'iklan', 'ribu', 'kuota', 'lokal', 'unduh', 'dicari', 'ga', 'hebatlah', 'tukang', 'sulap']",app bodoh unduh iklan ribu kuota lokal unduh cari ga hebat tukang sulap
"['pembayaran', 'bri', 'susah', 'kesalahan', 'virtual', 'akun', 'kesalahan', 'transaksi', 'kode', 'tolong', 'perbaiki']",bayar bri susah salah virtual akun salah transaksi kode tolong baik
"['ditingkatkan', 'kualitas', 'sinyal', 'pelosok', 'pelosok', 'biar', 'pengguna', 'xl']",tingkat kualitas sinyal pelosok pelosok biar guna xl
"['kembalikan', 'pulsa', 'kuota', 'pulsa', 'terpotong']",kembali pulsa kuota pulsa potong
"['hallo', 'my', 'xl', 'mohon', 'maaf', 'keluhan', 'keluhannya', 'mohon', 'beli', 'paket', 'voucer', 'paketnya', 'jangan', 'dibagi', 'pembagian', 'paket', 'internet', 'jam', 'sih', 'tidak', 'paket', 'malam', 'paket', 'malam', 'kebagi', 'kesitu', 'contoh', 'beli', 'lokal', 'malam', 'paket', 'malam', 'kebagi', 'cuman', 'jangan', 'iya', 'mohon', 'maaf', 'bersalah', 'mohon', 'tanggapi']",hallo my xl mohon maaf keluh keluh mohon beli paket voucer paket jangan bagi bagi paket internet jam sih tidak paket malam paket malam bagi kesitu contoh beli lokal malam paket malam bagi cuman jangan iya mohon maaf salah mohon tanggap
"['aplikasi', 'terbaru', 'berat', '&', 'susah', 'buka']",aplikasi baru berat  susah buka
"['bagus', 'puas', 'cuman', 'jaringan', 'sinyalnya', 'perbaiki', 'nya']",bagus puas cuman jaring sinyal baik nya
"['xl', 'kesini', 'buruk', 'sinyal', 'informasi', 'paket', 'tolong', 'sinyal', 'wilayah', 'semarang', 'batang', 'pekalongan', 'pertimbangkan', 'puas', 'game', 'lambat', 'si', 'sinyal', 'merah', 'melulu', 'sia', 'sia', 'beli', 'paketan', 'tidak', 'mari', 'turunkan', 'nilai', 'bintangnya', 'biar', 'kendala', 'tidak', 'perubahan']",xl kesini buruk sinyal informasi paket tolong sinyal wilayah semarang batang kalong timbang puas game lambat si sinyal merah melulu sia sia beli paket tidak mari turun nilai bintang biar kendala tidak ubah
"['aplikasi', 'maling', 'kuota', 'fitur', 'transfer', 'kuota', 'masuk', 'aplikasi', 'nama', 'nya', 'aryo', 'sanjaya', 'bodoh']",aplikasi maling kuota fitur transfer kuota masuk aplikasi nama nya aryo sanjaya bodoh
"['xl', 'kesan', 'menipu', 'penggunanya', 'promo', 'myxl', 'kelik', 'paket', 'promo', 'dipilih', 'harganya', 'tetep', 'normal', 'aneh']",xl kesan tipu guna promo myxl kelik paket promo pilih harga tetep normal aneh
"['praktis', 'gak', 'pusing', 'habisan', 'kuota']",praktis gak pusing habis kuota
"['lebih baik', 'jangan', 'pakai', 'aplikasi', 'nyusahin', 'pengguna', 'xl', 'mah', 'bikin', 'aplikasi', 'tertawa', 'kasar', 'ketik', 'tertawa']",lebih baik jangan pakai aplikasi nyusahin guna xl mah bikin aplikasi tertawa kasar ketik tertawa
"['coba', 'masuk', 'aplikasi', 'my', 'xl', 'susah', 'puluhan', 'cobak', 'masuk', 'kesalahan', 'beli', 'paket']",coba masuk aplikasi my xl susah puluh cobak masuk salah beli paket
"['diadakan', 'promo', 'pengguna', 'pengisian', 'pulsa']",ada promo guna isi pulsa
"['iya', 'habis', 'kuota', 'jam', 'ga', 'paketin', 'data', 'berkali', 'mohon', 'dibenahi', 'sistemnya']",iya habis kuota jam ga paketin data kali mohon benah sistem
"['sumpah', 'habis', 'terbaru', 'sinyalnya', 'bobrok', 'tidak', 'bar', 'penuh', 'gimana']",sumpah habis baru sinyal bobrok tidak bar penuh gimana
"['tolong', 'jaringan', 'nya', 'diperbaiki', 'xl', 'bagus', 'menjelajah', 'game', 'streaming', 'pakai', 'game', 'nge', 'lag', 'melulu', 'males', 'beli', 'pakai', 'kartu', 'xl']",tolong jaring nya baik xl bagus jelajah game streaming pakai game nge lag melulu males beli pakai kartu xl
"['lelet', 'parah', 'si', 'emang', 'ga', 'niat', 'benerin', 'lebih baik', 'tidak', 'sedia', 'layanan', 'internet', 'seminggu', 'lelet', 'bar', 'nya', 'penuh', 'kecewa', 'parah']",lelet parah si emang ga niat benerin lebih baik tidak sedia layan internet minggu lelet bar nya penuh kecewa parah
"['semoga', 'xl', 'hadiah', 'konsumen', 'gratisan', 'kuota', 'melimpah']",moga xl hadiah konsumen gratis kuota limpah
"['harap', 'myxl', 'fitur', 'kunci', 'pulsa', 'aplikasi', 'axisnet', 'pulsa', 'aman', 'tidak', 'terpotong', 'otomatis', 'kuota', 'habis', 'data', 'nyala']",harap myxl fitur kunci pulsa aplikasi axisnet pulsa aman tidak potong otomatis kuota habis data nyala
"['sinyalnya', 'serasa', 'gak', 'kuota', 'bagusnya', 'sore', 'sinyalnya', 'tolong', 'diperbaiki', 'kasih', 'bintang']",sinyal serasa gak kuota bagus sore sinyal tolong baik kasih bintang
"['assalamualaikum', 'selamat', 'malam', 'admin', 'kemarin', 'beli', 'paket', 'internet', 'harga', 'pulsa', 'nya', 'hilang', 'paket', 'tidak', 'masuk']",assalamualaikum selamat malam admin kemarin beli paket internet harga pulsa nya hilang paket tidak masuk
"['tolong', 'sinyal', 'xl', 'diperkuat', 'daerah', 'karangmalang', 'karangsembung', 'sinyal', 'ga', 'stabil', 'konsumen', 'tolong', 'sinyal', 'kuat', 'paket', 'data', 'murah']",tolong sinyal xl kuat daerah karangmalang karangsembung sinyal ga stabil konsumen tolong sinyal kuat paket data murah
"['si', 'kemarin', 'sinyal', 'nya', 'tidak jelas', 'penuh', 'sinyal', 'paket', 'mode', 'pesawat', 'mati', 'data', 'hidup', 'sinyal', 'nya', 'tidak jelas', 'bikin', 'ribet', 'tidak bisa', 'pakai']",si kemarin sinyal nya tidak jelas penuh sinyal paket mode pesawat mati data hidup sinyal nya tidak jelas bikin ribet tidak bisa pakai
"['parah', 'sinyalnya', 'lambat', 'banget', 'penuh', 'sinyal', 'penuh', 'lelet', 'parah']",parah sinyal lambat banget penuh sinyal penuh lelet parah
"['bagus', 'mantap', 'main', 'game', 'codm', 'tidak', 'cocok']",bagus mantap main game codm tidak cocok
"['kesini', 'gila', 'unlimited', 'youtube', 'ga', 'iya', 'habis', 'paket', 'buang', 'xl', 'ganti', 'telkomsel']",kesini gila unlimited youtube ga iya habis paket buang xl ganti telkomsel
"['kasih', 'bintang', 'jaringan', 'gak', 'hilang', 'hilang', 'melulu', 'hilang', 'hilang', 'kasih', 'bintang']",kasih bintang jaring gak hilang hilang melulu hilang hilang kasih bintang
"['jaringan', 'buruk', 'kuota', 'pulsa', 'hilang', 'komplain', 'gk', 'gk', 'sih', 'bintang', 'nya', 'bintang', 'kaya', 'susah', 'banget', 'busuk', 'xl']",jaring buruk kuota pulsa hilang komplain gk gk sih bintang nya bintang kaya susah banget busuk xl
